name,split,netTime,place,leaderDiff
Leonard Arnold,BIKE7,01:18:16.595,,
Mike Phillips,BIKE7,01:18:17.528,29,+05:19.21
Igor Amorelli,BIKE7,01:18:19.321,30,+05:21.00
Arnaud Guilloux,BIKE7,01:18:26.695,,
Matt Hanson,BIKE7,01:18:32.166,31,+05:33.84
Stenn Goetstouwers,BIKE7,01:18:35.539,32,+05:37.22
Jonas Hoffmann,BIKE7,01:18:35.62,33,+05:37.30
Pieter Heemeryck,BIKE7,01:18:51.834,,
Andre Lopes,BIKE7,01:18:53.015,34,+05:54.69
Reinaldo Colucci,BIKE7,01:18:57.801,,
Tomasz Szala,BIKE7,01:19:01.695,35,+06:03.37
Chris Leiferman,BIKE7,01:19:34.033,,
Ben Hamilton,BIKE7,01:19:38.193,36,+06:39.87
Cameron Wurf,BIKE7,01:19:58.372,37,+07:00.05
Lionel Sanders,BIKE7,01:20:45.972,38,+07:47.65
Jason Pohl,BIKE7,01:20:47.175,39,+07:48.85
Tristan Olij,BIKE7,01:20:48.395,40,+07:50.07
Rasmus Svenningsson,BIKE7,01:22:27.027,41,+09:28.70
Trevor Foley,BIKE7,01:22:56.38,,
Michael Weiss,BIKE7,01:22:57.771,42,+09:59.45
Matt Burton,BIKE7,01:23:06.645,,
Arthur Horseau,BIKE7,01:26:44.762,,
Sam Laidlow,BIKE8,01:14:15.578,1,
Patrick Lange,BIKE8,01:15:46.954,2,+01:31.38
Matthew Marquardt,BIKE8,01:15:48.262,3,+01:32.68
Antonio Benito López,BIKE8,01:15:49.581,4,+01:34.00
Ben Kanute,BIKE8,01:15:50.966,5,+01:35.39
Finn Große-Freese,BIKE8,01:15:52.387,6,+01:36.81
Kacper Stepniak,BIKE8,01:15:53.915,7,+01:38.34
Paul Schuster,BIKE8,01:15:55.338,8,+01:39.76
Kieran Lindars,BIKE8,01:15:57.034,9,+01:41.46
Kristian Blummenfelt,BIKE8,01:15:58.956,10,+01:43.38
Steven McKenna,BIKE8,01:16:00.237,11,+01:44.66
Rudy Von Berg,BIKE8,01:16:01.69,12,+01:46.11
Gregory Barnaby,BIKE8,01:16:02.92,13,+01:47.34
Sam Appleton,BIKE8,01:16:04.323,14,+01:48.75
Menno Koolhaas,BIKE8,01:16:05.614,15,+01:50.04
Daniel Bækkegård,BIKE8,01:16:07.078,16,+01:51.50
Clément Mignon,BIKE8,01:16:08.497,,
Nick Thompson,BIKE8,01:16:10.225,17,+01:54.65
Braden Currie,BIKE8,01:16:11.575,18,+01:56.00
Magnus Ditlev,BIKE8,01:16:14.813,19,+01:59.24
Kristian Høgenhaug,BIKE8,01:16:16.434,20,+02:00.86
David McNamee,BIKE8,01:16:17.462,21,+02:01.88
Robert Wilkowiecki,BIKE8,01:16:41.469,,
Robert Kallin,BIKE8,01:17:27.669,22,+03:12.09
Bradley Weiss,BIKE8,01:17:28.992,23,+03:13.41
Mathias Petersen,BIKE8,01:17:30.157,24,+03:14.58
Dylan Magnien,BIKE8,01:17:56.858,25,+03:41.28
Denis Chevrot,BIKE8,01:18:43.10,,
Leon Chevalier,BIKE8,01:19:28.322,26,+05:12.74
Gustav Iden,BIKE8,01:19:29.79,,
Thor Bendix Madsen,BIKE8,01:19:32.204,27,+05:16.63
Jackson Laundry,BIKE8,01:19:33.507,28,+05:17.93
Leonard Arnold,BIKE8,01:19:35.121,,
Mike Phillips,BIKE8,01:19:36.187,29,+05:20.61
Igor Amorelli,BIKE8,01:19:37.738,30,+05:22.16
Arnaud Guilloux,BIKE8,01:19:42.131,,
Matt Hanson,BIKE8,01:19:49.487,31,+05:33.91
Jonas Hoffmann,BIKE8,01:19:53.584,32,+05:38.01
Stenn Goetstouwers,BIKE8,01:19:54.612,33,+05:39.03
Pieter Heemeryck,BIKE8,01:20:13.977,,
Andre Lopes,BIKE8,01:20:15.145,34,+05:59.57
Reinaldo Colucci,BIKE8,01:20:20.091,,
Tomasz Szala,BIKE8,01:20:22.785,35,+06:07.21
Chris Leiferman,BIKE8,01:20:52.645,,
Ben Hamilton,BIKE8,01:21:00.988,36,+06:45.41
Cameron Wurf,BIKE8,01:21:18.475,37,+07:02.90
Lionel Sanders,BIKE8,01:22:05.901,38,+07:50.32
Jason Pohl,BIKE8,01:22:06.85,39,+07:51.27
Tristan Olij,BIKE8,01:22:07.911,40,+07:52.33
Rasmus Svenningsson,BIKE8,01:23:52.016,41,+09:36.44
Trevor Foley,BIKE8,01:24:13.739,,
Michael Weiss,BIKE8,01:24:14.953,42,+09:59.38
Matt Burton,BIKE8,01:24:24.346,,
Sam Laidlow,BIKE9,01:19:38.255,1,
Kacper Stepniak,BIKE9,01:21:31.502,2,+01:53.25
Ben Kanute,BIKE9,01:21:31.617,3,+01:53.36
Matthew Marquardt,BIKE9,01:21:32.833,4,+01:54.58
Patrick Lange,BIKE9,01:21:33.909,5,+01:55.65
Antonio Benito López,BIKE9,01:21:35.085,6,+01:56.83
Finn Große-Freese,BIKE9,01:21:36.489,7,+01:58.23
Paul Schuster,BIKE9,01:21:37.90,8,+01:59.65
Kieran Lindars,BIKE9,01:21:39.148,9,+02:00.89
Kristian Blummenfelt,BIKE9,01:21:40.356,10,+02:02.10
Steven McKenna,BIKE9,01:21:40.456,11,+02:02.20
Gregory Barnaby,BIKE9,01:21:42.25,12,+02:04.00
Rudy Von Berg,BIKE9,01:21:43.707,13,+02:05.45
Sam Appleton,BIKE9,01:21:45.013,14,+02:06.76
Menno Koolhaas,BIKE9,01:21:45.999,15,+02:07.74
Daniel Bækkegård,BIKE9,01:21:48.166,16,+02:09.91
Clément Mignon,BIKE9,01:21:54.171,,
Nick Thompson,BIKE9,01:21:55.789,17,+02:17.53
Braden Currie,BIKE9,01:21:58.961,18,+02:20.71
Magnus Ditlev,BIKE9,01:21:59.973,19,+02:21.72
Kristian Høgenhaug,BIKE9,01:22:01.09,20,+02:22.84
David McNamee,BIKE9,01:22:02.646,21,+02:24.39
Robert Wilkowiecki,BIKE9,01:22:31.904,,
Robert Kallin,BIKE9,01:23:05.75,22,+03:27.50
Bradley Weiss,BIKE9,01:23:06.664,23,+03:28.41
Mathias Petersen,BIKE9,01:23:07.816,24,+03:29.56
Dylan Magnien,BIKE9,01:24:06.59,25,+04:28.34
Denis Chevrot,BIKE9,01:24:54.392,,
Leon Chevalier,BIKE9,01:25:03.281,26,+05:25.03
Gustav Iden,BIKE9,01:25:04.404,,
Jackson Laundry,BIKE9,01:25:05.858,27,+05:27.60
Thor Bendix Madsen,BIKE9,01:25:07.457,28,+05:29.20
Leonard Arnold,BIKE9,01:25:09.572,,
Mike Phillips,BIKE9,01:25:10.472,29,+05:32.22
Arnaud Guilloux,BIKE9,01:25:11.639,,
Matt Hanson,BIKE9,01:25:26.176,30,+05:47.92
Jonas Hoffmann,BIKE9,01:25:31.55,31,+05:53.30
Igor Amorelli,BIKE9,01:25:32.969,32,+05:54.71
Stenn Goetstouwers,BIKE9,01:25:37.512,33,+05:59.26
Pieter Heemeryck,BIKE9,01:26:12.567,,
Andre Lopes,BIKE9,01:26:13.909,34,+06:35.65
Reinaldo Colucci,BIKE9,01:26:15.758,,
Tomasz Szala,BIKE9,01:26:17.32,35,+06:39.07
Chris Leiferman,BIKE9,01:26:31.891,,
Cameron Wurf,BIKE9,01:26:45.299,36,+07:07.04
Ben Hamilton,BIKE9,01:27:04.251,37,+07:26.00
Lionel Sanders,BIKE9,01:27:52.514,38,+08:14.26
Jason Pohl,BIKE9,01:27:53.546,39,+08:15.29
Tristan Olij,BIKE9,01:27:54.886,40,+08:16.63
Trevor Foley,BIKE9,01:29:46.676,,
Michael Weiss,BIKE9,01:29:47.606,41,+10:09.35
Matt Burton,BIKE9,01:29:49.784,,
Rasmus Svenningsson,BIKE9,01:30:04.354,42,+10:26.10
Sam Laidlow,BIKE10,01:36:28.305,1,
Magnus Ditlev,BIKE10,01:38:37.121,2,+02:08.82
Kristian Blummenfelt,BIKE10,01:38:42.106,3,+02:13.80
Matthew Marquardt,BIKE10,01:38:43.369,4,+02:15.06
Ben Kanute,BIKE10,01:38:45.089,5,+02:16.78
Menno Koolhaas,BIKE10,01:38:46.346,6,+02:18.04
Rudy Von Berg,BIKE10,01:38:47.545,7,+02:19.24
Patrick Lange,BIKE10,01:38:48.474,8,+02:20.17
Kacper Stepniak,BIKE10,01:38:50.274,9,+02:21.97
Antonio Benito López,BIKE10,01:38:51.389,10,+02:23.08
Steven McKenna,BIKE10,01:38:52.573,11,+02:24.27
Finn Große-Freese,BIKE10,01:38:53.471,12,+02:25.17
Gregory Barnaby,BIKE10,01:38:54.579,13,+02:26.27
Kieran Lindars,BIKE10,01:38:56.648,14,+02:28.34
Sam Appleton,BIKE10,01:38:59.443,15,+02:31.14
Paul Schuster,BIKE10,01:39:03.771,16,+02:35.47
Kristian Høgenhaug,BIKE10,01:39:05.021,17,+02:36.72
Daniel Bækkegård,BIKE10,01:39:05.91,18,+02:37.61
Nick Thompson,BIKE10,01:39:08.007,19,+02:39.70
Clément Mignon,BIKE10,01:39:18.161,,
David McNamee,BIKE10,01:39:23.376,20,+02:55.07
Braden Currie,BIKE10,01:40:02.94,21,+03:34.63
Robert Kallin,BIKE10,01:40:12.40,22,+03:44.09
Mathias Petersen,BIKE10,01:40:13.527,23,+03:45.22
Bradley Weiss,BIKE10,01:40:14.63,24,+03:46.33
Robert Wilkowiecki,BIKE10,01:40:47.414,,
Leon Chevalier,BIKE10,01:42:10.671,25,+05:42.37
Thor Bendix Madsen,BIKE10,01:42:39.238,26,+06:10.93
Gustav Iden,BIKE10,01:42:40.453,,
Dylan Magnien,BIKE10,01:42:41.66,27,+06:13.36
Jackson Laundry,BIKE10,01:42:42.598,28,+06:14.29
Mike Phillips,BIKE10,01:42:43.736,29,+06:15.43
Leonard Arnold,BIKE10,01:42:44.951,,
Arnaud Guilloux,BIKE10,01:42:45.862,,
Matt Hanson,BIKE10,01:42:47.461,30,+06:19.16
Denis Chevrot,BIKE10,01:43:45.381,,
Jonas Hoffmann,BIKE10,01:43:46.464,31,+07:18.16
Stenn Goetstouwers,BIKE10,01:43:47.461,32,+07:19.16
Chris Leiferman,BIKE10,01:43:59.243,,
Cameron Wurf,BIKE10,01:44:00.614,33,+07:32.31
Igor Amorelli,BIKE10,01:44:13.956,34,+07:45.65
Pieter Heemeryck,BIKE10,01:44:23.663,,
Andre Lopes,BIKE10,01:44:25.008,35,+07:56.70
Tomasz Szala,BIKE10,01:44:26.273,36,+07:57.97
Reinaldo Colucci,BIKE10,01:44:27.501,,
Lionel Sanders,BIKE10,01:45:55.015,37,+09:26.71
Jason Pohl,BIKE10,01:45:56.171,38,+09:27.87
Ben Hamilton,BIKE10,01:45:57.45,39,+09:29.15
Tristan Olij,BIKE10,01:45:58.469,40,+09:30.16
Trevor Foley,BIKE10,01:46:52.848,,
Michael Weiss,BIKE10,01:46:53.774,41,+10:25.47
Rasmus Svenningsson,BIKE10,01:49:19.34,42,+12:51.04
Sam Laidlow,BIKE11,01:51:15.539,1,
Magnus Ditlev,BIKE11,01:53:09.832,2,+01:54.29
Kristian Blummenfelt,BIKE11,01:53:13.902,3,+01:58.36
Matthew Marquardt,BIKE11,01:53:36.561,4,+02:21.02
Kacper Stepniak,BIKE11,01:53:39.421,5,+02:23.88
Menno Koolhaas,BIKE11,01:53:45.47,6,+02:29.93
Ben Kanute,BIKE11,01:53:46.645,7,+02:31.11
Rudy Von Berg,BIKE11,01:53:47.851,8,+02:32.31
Patrick Lange,BIKE11,01:53:49.345,9,+02:33.81
Antonio Benito López,BIKE11,01:53:50.663,10,+02:35.12
Gregory Barnaby,BIKE11,01:53:52.05,11,+02:36.51
Steven McKenna,BIKE11,01:53:53.251,12,+02:37.71
Kristian Høgenhaug,BIKE11,01:53:55.007,13,+02:39.47
Daniel Bækkegård,BIKE11,01:53:56.213,14,+02:40.67
Sam Appleton,BIKE11,01:53:57.982,15,+02:42.44
Kieran Lindars,BIKE11,01:53:59.761,16,+02:44.22
Finn Große-Freese,BIKE11,01:54:02.788,17,+02:47.25
Nick Thompson,BIKE11,01:54:04.301,18,+02:48.76
Paul Schuster,BIKE11,01:54:29.897,19,+03:14.36
David McNamee,BIKE11,01:55:13.675,20,+03:58.14
Robert Kallin,BIKE11,01:55:16.761,21,+04:01.22
Mathias Petersen,BIKE11,01:55:18.095,22,+04:02.56
Bradley Weiss,BIKE11,01:55:19.343,23,+04:03.80
Braden Currie,BIKE11,01:56:29.801,24,+05:14.26
Robert Wilkowiecki,BIKE11,01:56:51.393,,
Leon Chevalier,BIKE11,01:57:22.95,25,+06:07.41
Jackson Laundry,BIKE11,01:58:04.708,26,+06:49.17
Arnaud Guilloux,BIKE11,01:58:06.495,,
Thor Bendix Madsen,BIKE11,01:58:07.717,27,+06:52.18
Gustav Iden,BIKE11,01:58:08.903,,
Mike Phillips,BIKE11,01:58:10.40,28,+06:54.86
Leonard Arnold,BIKE11,01:58:11.981,,
Dylan Magnien,BIKE11,01:58:13.897,29,+06:58.36
Matt Hanson,BIKE11,01:58:16.113,30,+07:00.57
Cameron Wurf,BIKE11,01:59:23.246,31,+08:07.71
Chris Leiferman,BIKE11,01:59:25.02,,
Stenn Goetstouwers,BIKE11,01:59:26.511,32,+08:10.97
Jonas Hoffmann,BIKE11,01:59:32.523,33,+08:16.98
Denis Chevrot,BIKE11,01:59:38.525,,
Tomasz Szala,BIKE11,02:00:26.491,34,+09:10.95
Pieter Heemeryck,BIKE11,02:00:26.523,,
Andre Lopes,BIKE11,02:00:29.205,35,+09:13.67
Reinaldo Colucci,BIKE11,02:00:31.606,,
Igor Amorelli,BIKE11,02:00:33.236,36,+09:17.70
Lionel Sanders,BIKE11,02:01:06.249,37,+09:50.71
Jason Pohl,BIKE11,02:01:07.663,38,+09:52.12
Ben Hamilton,BIKE11,02:01:09.007,39,+09:53.47
Tristan Olij,BIKE11,02:01:10.409,40,+09:54.87
Trevor Foley,BIKE11,02:01:41.971,,
Michael Weiss,BIKE11,02:01:43.123,41,+10:27.58
Rasmus Svenningsson,BIKE11,02:05:36.246,42,+14:20.71
Sam Laidlow,BIKE12,02:13:21.687,1,
Magnus Ditlev,BIKE12,02:15:01.291,2,+01:39.60
Kristian Blummenfelt,BIKE12,02:15:49.366,3,+02:27.68
Rudy Von Berg,BIKE12,02:16:23.441,4,+03:01.75
Matthew Marquardt,BIKE12,02:16:24.973,5,+03:03.29
Kacper Stepniak,BIKE12,02:16:26.405,6,+03:04.72
Gregory Barnaby,BIKE12,02:16:27.729,7,+03:06.04
Antonio Benito López,BIKE12,02:16:29.707,8,+03:08.02
Steven McKenna,BIKE12,02:16:31.382,9,+03:09.70
Ben Kanute,BIKE12,02:16:33.021,10,+03:11.33
Menno Koolhaas,BIKE12,02:16:34.43,11,+03:12.74
Patrick Lange,BIKE12,02:16:36.325,12,+03:14.64
Nick Thompson,BIKE12,02:16:39.706,13,+03:18.02
Kristian Høgenhaug,BIKE12,02:16:40.038,14,+03:18.35
Daniel Bækkegård,BIKE12,02:16:44.813,15,+03:23.13
Sam Appleton,BIKE12,02:16:52.447,16,+03:30.76
Kieran Lindars,BIKE12,02:16:56.149,17,+03:34.46
Robert Kallin,BIKE12,02:17:39.844,18,+04:18.16
Finn Große-Freese,BIKE12,02:17:41.256,19,+04:19.57
Mathias Petersen,BIKE12,02:17:43.018,20,+04:21.33
Bradley Weiss,BIKE12,02:17:44.354,21,+04:22.67
Paul Schuster,BIKE12,02:18:04.935,22,+04:43.25
David McNamee,BIKE12,02:18:33.191,23,+05:11.50
Leon Chevalier,BIKE12,02:20:23.641,24,+07:01.95
Gustav Iden,BIKE12,02:21:21.918,,
Thor Bendix Madsen,BIKE12,02:21:22.403,25,+08:00.72
Mike Phillips,BIKE12,02:21:24.046,26,+08:02.36
Jackson Laundry,BIKE12,02:21:24.179,27,+08:02.49
Braden Currie,BIKE12,02:21:26.43,28,+08:04.74
Arnaud Guilloux,BIKE12,02:21:27.918,,
Leonard Arnold,BIKE12,02:21:29.604,,
Matt Hanson,BIKE12,02:21:31.174,29,+08:09.49
Robert Wilkowiecki,BIKE12,02:21:47.803,,
Cameron Wurf,BIKE12,02:21:59.045,30,+08:37.36
Chris Leiferman,BIKE12,02:22:00.936,,
Dylan Magnien,BIKE12,02:22:02.688,31,+08:41.00
Trevor Foley,BIKE12,02:23:18.42,,
Stenn Goetstouwers,BIKE12,02:23:41.752,32,+10:20.07
Jonas Hoffmann,BIKE12,02:24:01.158,33,+10:39.47
Lionel Sanders,BIKE12,02:24:16.401,34,+10:54.71
Tristan Olij,BIKE12,02:24:16.814,35,+10:55.13
Jason Pohl,BIKE12,02:24:19.261,36,+10:57.57
Ben Hamilton,BIKE12,02:24:21.164,37,+10:59.48
Tomasz Szala,BIKE12,02:24:23.286,38,+11:01.60
Andre Lopes,BIKE12,02:24:25.633,39,+11:03.95
Pieter Heemeryck,BIKE12,02:24:31.803,,
Reinaldo Colucci,BIKE12,02:24:54.34,,
Michael Weiss,BIKE12,02:25:06.245,40,+11:44.56
Igor Amorelli,BIKE12,02:25:17.112,41,+11:55.42
Rasmus Svenningsson,BIKE12,02:30:36.207,42,+17:14.52
Sam Laidlow,BIKE13,02:31:51.241,1,
Magnus Ditlev,BIKE13,02:33:42.483,2,+01:51.24
Matthew Marquardt,BIKE13,02:35:36.038,3,+03:44.80
Rudy Von Berg,BIKE13,02:35:37.331,4,+03:46.09
Kacper Stepniak,BIKE13,02:35:38.42,5,+03:47.18
Ben Kanute,BIKE13,02:35:39.97,6,+03:48.73
Antonio Benito López,BIKE13,02:35:41.066,7,+03:49.83
Gregory Barnaby,BIKE13,02:35:42.311,8,+03:51.07
Steven McKenna,BIKE13,02:35:43.552,9,+03:52.31
Kristian Blummenfelt,BIKE13,02:35:45.844,10,+03:54.60
Patrick Lange,BIKE13,02:35:47.419,11,+03:56.18
Kristian Høgenhaug,BIKE13,02:35:48.542,12,+03:57.30
Menno Koolhaas,BIKE13,02:35:50.121,13,+03:58.88
Nick Thompson,BIKE13,02:35:51.967,14,+04:00.73
Robert Kallin,BIKE13,02:35:53.306,15,+04:02.07
Sam Appleton,BIKE13,02:35:57.172,16,+04:05.93
Daniel Bækkegård,BIKE13,02:35:58.236,17,+04:07.00
Kieran Lindars,BIKE13,02:36:00.32,18,+04:09.08
Mathias Petersen,BIKE13,02:36:04.83,19,+04:13.59
Bradley Weiss,BIKE13,02:36:05.97,20,+04:14.73
Finn Große-Freese,BIKE13,02:36:22.56,21,+04:31.32
Paul Schuster,BIKE13,02:38:32.599,22,+06:41.36
Leon Chevalier,BIKE13,02:39:09.495,23,+07:18.25
David McNamee,BIKE13,02:39:10.148,24,+07:18.91
Jackson Laundry,BIKE13,02:40:49.081,25,+08:57.84
Mike Phillips,BIKE13,02:40:50.48,26,+08:59.24
Thor Bendix Madsen,BIKE13,02:40:55.472,27,+09:04.23
Arnaud Guilloux,BIKE13,02:40:58.665,,
Matt Hanson,BIKE13,02:41:01.065,28,+09:09.82
Leonard Arnold,BIKE13,02:41:02.705,,
Gustav Iden,BIKE13,02:41:05.059,,
Cameron Wurf,BIKE13,02:41:06.525,29,+09:15.28
Chris Leiferman,BIKE13,02:41:11.171,,
Trevor Foley,BIKE13,02:42:09.892,,
Braden Currie,BIKE13,02:42:10.485,30,+10:19.24
Dylan Magnien,BIKE13,02:42:23.223,31,+10:31.98
Lionel Sanders,BIKE13,02:43:59.76,32,+12:08.52
Stenn Goetstouwers,BIKE13,02:44:00.857,33,+12:09.62
Tristan Olij,BIKE13,02:44:02.374,34,+12:11.13
Ben Hamilton,BIKE13,02:44:04.043,35,+12:12.80
Jonas Hoffmann,BIKE13,02:44:05.029,36,+12:13.79
Jason Pohl,BIKE13,02:44:06.152,37,+12:14.91
Robert Wilkowiecki,BIKE13,02:44:44.463,,
Tomasz Szala,BIKE13,02:44:51.985,38,+13:00.74
Michael Weiss,BIKE13,02:45:29.431,39,+13:38.19
Pieter Heemeryck,BIKE13,02:45:30.532,,
Andre Lopes,BIKE13,02:45:32.288,40,+13:41.05
Reinaldo Colucci,BIKE13,02:46:53.518,,
Igor Amorelli,BIKE13,02:48:16.478,41,+16:25.24
Rasmus Svenningsson,BIKE13,02:56:39.261,42,+24:48.02
Sam Laidlow,BIKE14,02:55:12.971,1,
Magnus Ditlev,BIKE14,02:57:46.253,2,+02:33.28
Menno Koolhaas,BIKE14,03:00:08.111,3,+04:55.14
Ben Kanute,BIKE14,03:00:10.439,4,+04:57.47
Matthew Marquardt,BIKE14,03:00:12.358,5,+04:59.39
Kacper Stepniak,BIKE14,03:00:14.291,6,+05:01.32
Robert Kallin,BIKE14,03:00:16.492,7,+05:03.52
Gregory Barnaby,BIKE14,03:00:18.328,8,+05:05.36
Kristian Høgenhaug,BIKE14,03:00:20.006,9,+05:07.04
Steven McKenna,BIKE14,03:00:21.266,10,+05:08.30
Antonio Benito López,BIKE14,03:00:22.814,11,+05:09.84
Rudy Von Berg,BIKE14,03:00:24.14,12,+05:11.17
Patrick Lange,BIKE14,03:00:25.368,13,+05:12.40
Nick Thompson,BIKE14,03:00:27.869,14,+05:14.90
Kristian Blummenfelt,BIKE14,03:00:30.429,15,+05:17.46
Kieran Lindars,BIKE14,03:00:41.402,16,+05:28.43
Bradley Weiss,BIKE14,03:00:46.176,17,+05:33.21
Daniel Bækkegård,BIKE14,03:01:13.22,18,+06:00.25
Sam Appleton,BIKE14,03:01:16.047,19,+06:03.08
Mathias Petersen,BIKE14,03:01:17.048,20,+06:04.08
Finn Große-Freese,BIKE14,03:02:18.426,21,+07:05.46
Leon Chevalier,BIKE14,03:03:10.027,22,+07:57.06
Paul Schuster,BIKE14,03:05:05.667,23,+09:52.70
Jackson Laundry,BIKE14,03:05:45.542,24,+10:32.57
Cameron Wurf,BIKE14,03:05:47.441,25,+10:34.47
Gustav Iden,BIKE14,03:05:50.43,,
Mike Phillips,BIKE14,03:05:53.472,26,+10:40.50
Thor Bendix Madsen,BIKE14,03:06:09.279,27,+10:56.31
Chris Leiferman,BIKE14,03:06:10.777,,
David McNamee,BIKE14,03:06:13.662,28,+11:00.69
Leonard Arnold,BIKE14,03:06:19.173,,
Matt Hanson,BIKE14,03:06:42.97,29,+11:30.00
Trevor Foley,BIKE14,03:06:46.357,,
Arnaud Guilloux,BIKE14,03:06:46.905,,
Lionel Sanders,BIKE14,03:09:19.809,30,+14:06.84
Tristan Olij,BIKE14,03:09:22.378,31,+14:09.41
Ben Hamilton,BIKE14,03:09:26.779,32,+14:13.81
Jonas Hoffmann,BIKE14,03:10:06.244,33,+14:53.27
Stenn Goetstouwers,BIKE14,03:10:07.101,34,+14:54.13
Jason Pohl,BIKE14,03:10:08.707,35,+14:55.74
Dylan Magnien,BIKE14,03:10:11.589,36,+14:58.62
Braden Currie,BIKE14,03:10:14.167,37,+15:01.20
Michael Weiss,BIKE14,03:11:39.057,38,+16:26.09
Tomasz Szala,BIKE14,03:11:39.891,39,+16:26.92
Pieter Heemeryck,BIKE14,03:13:14.575,,
Andre Lopes,BIKE14,03:13:52.241,40,+18:39.27
Robert Wilkowiecki,BIKE14,03:16:34.518,,
Igor Amorelli,BIKE14,03:16:48.676,41,+21:35.71
Reinaldo Colucci,BIKE14,03:17:18.172,,
Rasmus Svenningsson,BIKE14,03:24:40.226,42,+29:27.26
Sam Laidlow,BIKE15,03:12:55.699,1,
Magnus Ditlev,BIKE15,03:15:31.002,2,+02:35.30
Robert Kallin,BIKE15,03:18:00.358,3,+05:04.66
Matthew Marquardt,BIKE15,03:18:04.768,4,+05:09.07
Menno Koolhaas,BIKE15,03:18:06.71,5,+05:11.01
Ben Kanute,BIKE15,03:18:08.749,6,+05:13.05
Gregory Barnaby,BIKE15,03:18:10.841,7,+05:15.14
Kacper Stepniak,BIKE15,03:18:12.821,8,+05:17.12
Kristian Blummenfelt,BIKE15,03:18:14.227,9,+05:18.53
Steven McKenna,BIKE15,03:18:14.762,10,+05:19.06
Kristian Høgenhaug,BIKE15,03:18:16.679,11,+05:20.98
Antonio Benito López,BIKE15,03:18:18.423,12,+05:22.72
Rudy Von Berg,BIKE15,03:18:18.587,13,+05:22.89
Nick Thompson,BIKE15,03:18:20.822,14,+05:25.12
Patrick Lange,BIKE15,03:18:22.391,15,+05:26.69
Bradley Weiss,BIKE15,03:18:24.264,16,+05:28.56
Kieran Lindars,BIKE15,03:18:26.73,17,+05:31.03
Mathias Petersen,BIKE15,03:20:26.818,18,+07:31.12
Sam Appleton,BIKE15,03:20:30.994,19,+07:35.30
Finn Große-Freese,BIKE15,03:20:43.231,20,+07:47.53
Leon Chevalier,BIKE15,03:21:08.942,21,+08:13.24
Jackson Laundry,BIKE15,03:23:53.306,22,+10:57.61
Cameron Wurf,BIKE15,03:23:55.109,23,+10:59.41
Paul Schuster,BIKE15,03:23:57.955,24,+11:02.26
Trevor Foley,BIKE15,03:24:17.569,,
Mike Phillips,BIKE15,03:24:29.835,25,+11:34.14
Chris Leiferman,BIKE15,03:24:32.724,,
Daniel Bækkegård,BIKE15,03:24:34.622,26,+11:38.92
Leonard Arnold,BIKE15,03:24:37.067,,
Thor Bendix Madsen,BIKE15,03:24:42.972,27,+11:47.27
Gustav Iden,BIKE15,03:24:45.032,,
David McNamee,BIKE15,03:25:19.687,28,+12:23.99
Matt Hanson,BIKE15,03:26:04.153,29,+13:08.45
Arnaud Guilloux,BIKE15,03:26:35.541,,
Tristan Olij,BIKE15,03:27:35.988,30,+14:40.29
Lionel Sanders,BIKE15,03:27:38.87,31,+14:43.17
Ben Hamilton,BIKE15,03:28:00.463,32,+15:04.76
Jason Pohl,BIKE15,03:29:19.492,33,+16:23.79
Jonas Hoffmann,BIKE15,03:29:21.493,34,+16:25.79
Stenn Goetstouwers,BIKE15,03:29:23.321,35,+16:27.62
Braden Currie,BIKE15,03:29:25.453,36,+16:29.75
Dylan Magnien,BIKE15,03:29:48.192,37,+16:52.49
Michael Weiss,BIKE15,03:30:08.337,38,+17:12.64
Tomasz Szala,BIKE15,03:31:04.379,39,+18:08.68
Pieter Heemeryck,BIKE15,03:33:43.225,,
Andre Lopes,BIKE15,03:35:25.183,40,+22:29.48
Igor Amorelli,BIKE15,03:36:22.899,41,+23:27.20
Robert Wilkowiecki,BIKE15,03:36:41.886,,
Reinaldo Colucci,BIKE15,03:38:10.358,,
Rasmus Svenningsson,BIKE15,03:44:25.285,42,+31:29.59
Sam Laidlow,BIKE16,03:28:36.751,1,
Magnus Ditlev,BIKE16,03:31:17.355,2,+02:40.60
Robert Kallin,BIKE16,03:34:10.944,3,+05:34.19
Matthew Marquardt,BIKE16,03:34:13.148,4,+05:36.40
Kacper Stepniak,BIKE16,03:34:14.295,5,+05:37.54
Ben Kanute,BIKE16,03:34:16.453,6,+05:39.70
Menno Koolhaas,BIKE16,03:34:18.366,7,+05:41.62
Gregory Barnaby,BIKE16,03:34:19.476,8,+05:42.73
Kristian Blummenfelt,BIKE16,03:34:22.145,9,+05:45.39
Rudy Von Berg,BIKE16,03:34:25.094,10,+05:48.34
Kristian Høgenhaug,BIKE16,03:34:26.618,11,+05:49.87
Patrick Lange,BIKE16,03:34:27.851,12,+05:51.10
Antonio Benito López,BIKE16,03:34:29.503,13,+05:52.75
Nick Thompson,BIKE16,03:34:31.19,14,+05:54.44
Bradley Weiss,BIKE16,03:34:32.788,15,+05:56.04
Kieran Lindars,BIKE16,03:34:34.176,16,+05:57.42
Steven McKenna,BIKE16,03:34:35.229,17,+05:58.48
Leon Chevalier,BIKE16,03:36:54.042,18,+08:17.29
Sam Appleton,BIKE16,03:36:54.979,19,+08:18.23
Finn Große-Freese,BIKE16,03:36:56.171,20,+08:19.42
Mathias Petersen,BIKE16,03:37:20.798,21,+08:44.05
